folder_name,true_brand,pred_brand,phish,siamese_conf,url
gunillaofsweden.com,gunillaofsweden.com,,0,None,https://www.gunillaofsweden.com
nationsphotolab.com,nationsphotolab.com,,0,None,http://nationsphotolab.com
impactauto.ca,impactauto.ca,,0,None,https://www.impactauto.ca
wochenblatt-reporter.de,wochenblatt-reporter.de,,0,None,https://wochenblatt-reporter.de
tarjomano.com,tarjomano.com,,0,None,http://tarjomano.com
homevisit.com,homevisit.com,,0,None,https://www.homevisit.com
tercalivre.com.br,tercalivre.com.br,,0,None,https://www.tercalivre.com.br
eatbychloe.com,eatbychloe.com,,0,None,https://eatbychloe.com
docuwiki.net,docuwiki.net,,0,None,https://docuwiki.net
geneseo.edu,geneseo.edu,,0,None,https://www.geneseo.edu
getpcapps.com,getpcapps.com,,0,None,https://getpcapps.com
michaeljfox.org,michaeljfox.org,,0,None,http://michaeljfox.org
brightcove.com,brightcove.com,,0,None,https://www.brightcove.com
songservice.it,songservice.it,,0,None,https://songservice.it
igniterealtime.org,igniterealtime.org,,0,None,https://igniterealtime.org
optikseis.com,optikseis.com,,0,None,https://www.optikseis.com
loquovip.com,loquovip.com,,0,None,https://loquovip.com
markettrendsnews.com,markettrendsnews.com,,0,None,http://markettrendsnews.com
my11circle.com,my11circle.com,,0,None,https://my11circle.com
wahoofitness.com,wahoofitness.com,,0,None,https://wahoofitness.com
discovercracow.com,discovercracow.com,,0,None,https://discovercracow.com
amarfa.ir,amarfa.ir,,0,None,https://amarfa.ir
aetherhub.com,aetherhub.com,,0,None,https://aetherhub.com
theaet.com,theaet.com,,0,None,https://theaet.com
zoner.com,zoner.com,,0,None,https://zoner.com
faceyourmanga.com,faceyourmanga.com,,0,None,https://faceyourmanga.com
sbplus.hr,sbplus.hr,,0,None,https://sbplus.hr
google.co.tz,google.co.tz,,0,None,https://google.co.tz
savannahs.com,savannahs.com,,0,None,https://savannahs.com
pockettactics.com,pockettactics.com,,0,0,https://www.pockettactics.com
eventective.com,eventective.com,,0,None,https://eventective.com
discshop.se,discshop.se,,0,None,http://discshop.se
jazznblues.club,jazznblues.club,,0,None,https://jazznblues.club
netgalley.com,netgalley.com,,0,None,https://netgalley.com
ltur.com,ltur.com,,0,None,https://ltur.com
holidaycardsapp.com,holidaycardsapp.com,Facebook,1,0.90110934,http://holidaycardsapp.com
efile.com,efile.com,IRS,1,0.83454484,https://efile.com
csshero.org,csshero.org,,0,None,https://www.csshero.org
lawyersclubindia.com,lawyersclubindia.com,,0,None,https://lawyersclubindia.com
instajoo.ir,instajoo.ir,,0,None,https://instajoo.ir
prime1studio.com,prime1studio.com,,0,None,https://www.prime1studio.com
vbulletin.com,vbulletin.com,,0,None,https://vbulletin.com
ohou.se,ohou.se,,0,None,https://www.ohou.se
gigantic.com,gigantic.com,,0,None,http://gigantic.com
slickplan.com,slickplan.com,,0,None,https://slickplan.com
deltek.com,deltek.com,,0,None,https://www.deltek.com
vitnemalsportalen.no,vitnemalsportalen.no,,0,None,https://vitnemalsportalen.no
mapometer.com,mapometer.com,,0,None,https://mapometer.com
yoins.com,yoins.com,,0,None,https://yoins.com
onet.pl,onet.pl,,0,None,https://onet.pl
circuitmaker.com,circuitmaker.com,,0,None,https://www.circuitmaker.com
momjoi.com,momjoi.com,,0,None,https://www.momjoi.com
homify.com.tr,homify.com.tr,,0,None,https://homify.com.tr
google.ga,google.ga,,0,None,https://google.ga
houseplanshelper.com,houseplanshelper.com,,0,None,http://houseplanshelper.com
skinrenewal.co.za,skinrenewal.co.za,,0,None,https://skinrenewal.co.za
ecologiaverde.com,ecologiaverde.com,,0,None,https://ecologiaverde.com
thesubmarine.it,thesubmarine.it,,0,None,https://thesubmarine.it
axa.ie,axa.ie,,0,None,https://axa.ie
calil.jp,calil.jp,,0,None,https://calil.jp
moxiu.com,moxiu.com,,0,None,https://moxiu.com
dn.no,dn.no,,0,None,http://dn.no
doaah.com,doaah.com,,0,None,https://doaah.com
orbus.com,orbus.com,,0,None,https://orbus.com
murauchi.com,murauchi.com,,0,None,https://www.murauchi.com
cambridge-exams.ch,cambridge-exams.ch,,0,None,https://cambridge-exams.ch
mioo.ru,mioo.ru,,0,None,https://www.mioo.ru
life-moon.pp.ru,life-moon.pp.ru,,0,None,https://life-moon.pp.ru
buyjiocoin.club,buyjiocoin.club,,0,None,https://buyjiocoin.club
laserfocusworld.com,laserfocusworld.com,,0,None,https://laserfocusworld.com
baldur-garten.ch,baldur-garten.ch,,0,None,https://baldur-garten.ch
dorfdates69.com,dorfdates69.com,,0,0,https://dorfdates69.com
caelum.com.br,caelum.com.br,,0,None,https://caelum.com.br
hkgoodjobs.com,hkgoodjobs.com,,0,None,https://www.hkgoodjobs.com
partenaire-europeen.fr,partenaire-europeen.fr,,0,None,https://partenaire-europeen.fr
rya.org.uk,rya.org.uk,,0,None,https://rya.org.uk
hugolescargot.com,hugolescargot.com,,0,None,https://hugolescargot.com
anadolu.edu.tr,anadolu.edu.tr,,0,None,https://anadolu.edu.tr
laidhub.com,laidhub.com,,0,None,https://www.laidhub.com
digikey.de,digikey.de,,0,None,http://digikey.de
rakenapp.com,rakenapp.com,,0,None,https://rakenapp.com
mondolunatico.org,mondolunatico.org,,0,None,http://mondolunatico.org
aemelectronics.com,aemelectronics.com,DHL Airways,1,0.83327276,https://www.aemelectronics.com
ehwiki.org,ehwiki.org,,0,None,https://ehwiki.org
neurotems.com,neurotems.com,,0,None,https://neurotems.com
thesmallman.com,thesmallman.com,,0,None,https://thesmallman.com
quest.com,quest.com,,0,None,https://www.quest.com
streetshirts.co.uk,streetshirts.co.uk,,0,None,https://streetshirts.co.uk
njcaa.org,njcaa.org,,0,None,https://www.njcaa.org
saisd.net,saisd.net,,0,None,https://www.saisd.net
jumeirah.com,jumeirah.com,,0,None,https://www.jumeirah.com
iplayerhd.com,iplayerhd.com,,0,None,https://iplayerhd.com
kait8.com,kait8.com,,0,None,http://kait8.com
proedinc.com,proedinc.com,,0,None,https://proedinc.com
randomi.fi,randomi.fi,,0,None,https://www.randomi.fi
chainnode.com,chainnode.com,,0,None,https://www.chainnode.com
usaknifemaker.com,usaknifemaker.com,,0,None,https://usaknifemaker.com
motoblok.biz,motoblok.biz,,0,None,https://motoblok.biz
chuffed.org,chuffed.org,,0,None,https://www.chuffed.org
euronics.it,euronics.it,,0,None,https://euronics.it
names.co.uk,names.co.uk,,0,None,https://names.co.uk
politicshome.com,politicshome.com,,0,0,http://politicshome.com
warandpeace.ru,warandpeace.ru,,0,0,https://warandpeace.ru
fxpansion.com,fxpansion.com,,0,None,https://fxpansion.com
isotropix.com,isotropix.com,,0,None,https://isotropix.com
yorkshirepost.co.uk,yorkshirepost.co.uk,,0,None,https://yorkshirepost.co.uk
gardrops.com,gardrops.com,,0,None,https://gardrops.com
morningstar.com,morningstar.com,,0,None,https://morningstar.com
fatcow.com,fatcow.com,,0,None,https://fatcow.com
sexinfo101.com,sexinfo101.com,,0,None,https://sexinfo101.com
vivoipl2019schedule.co.in,vivoipl2019schedule.co.in,,0,None,https://www.vivoipl2019schedule.co.in
trumans.com,trumans.com,,0,None,https://www.trumans.com
jgospel.net,jgospel.net,,0,None,https://jgospel.net
qubes-os.org,qubes-os.org,,0,None,https://qubes-os.org
r6s.cn,r6s.cn,,0,None,https://www.r6s.cn
ncpublicschools.gov,ncpublicschools.gov,,0,0,https://ncpublicschools.gov
vakinha.com.br,vakinha.com.br,,0,None,https://www.vakinha.com.br
kontramarka.de,kontramarka.de,,0,None,https://kontramarka.de
sat-expert.com,sat-expert.com,,0,None,https://sat-expert.com
amakusa-web.jp,amakusa-web.jp,,0,None,https://www.amakusa-web.jp
14ers.com,14ers.com,,0,None,https://14ers.com
gadgetguard.com,gadgetguard.com,,0,None,https://www.gadgetguard.com
agrarheute.com,agrarheute.com,,0,None,https://www.agrarheute.com
foto24.com,foto24.com,,0,None,https://foto24.com
sbroker.de,sbroker.de,,0,None,http://sbroker.de
mihmansho.com,mihmansho.com,,0,None,https://mihmansho.com
cdiscount.com,cdiscount.com,,0,None,https://cdiscount.com
stickam.jp,stickam.jp,,0,None,https://www.stickam.jp
wadoku.de,wadoku.de,,0,None,https://wadoku.de
puppyfind.com,puppyfind.com,,0,None,https://puppyfind.com
tureduregames.com,tureduregames.com,,0,None,https://tureduregames.com
8book.com,8book.com,,0,None,https://8book.com
mainepublic.org,mainepublic.org,,0,None,http://mainepublic.org
gibert.com,gibert.com,,0,None,https://gibert.com
ist.ac.at,ist.ac.at,,0,None,https://ist.ac.at
kijiji.ca,kijiji.ca,,0,None,https://kijiji.ca
medikalakademi.com.tr,medikalakademi.com.tr,,0,None,https://medikalakademi.com.tr
rateplug.com,rateplug.com,,0,None,https://www.rateplug.com
insidenova.com,insidenova.com,,0,None,https://insidenova.com
kbiz.or.kr,kbiz.or.kr,,0,None,https://kbiz.or.kr
sitekhoob.com,sitekhoob.com,,0,None,https://sitekhoob.com
muangthai.co.th,muangthai.co.th,,0,None,https://www.muangthai.co.th
google.com.tn,google.com.tn,,0,None,https://google.com.tn
eurooptic.com,eurooptic.com,,0,None,https://www.eurooptic.com
videochaterotico.com,videochaterotico.com,,0,None,https://videochaterotico.com
xgear.vn,xgear.vn,,0,None,https://www.xgear.vn
kron4.com,kron4.com,,0,None,https://kron4.com
site123.me,site123.me,,0,None,https://site123.me
swingtowns.com,swingtowns.com,,0,None,https://swingtowns.com
holzkern.com,holzkern.com,,0,None,http://holzkern.com
ticketmaster.fi,ticketmaster.fi,,0,None,https://ticketmaster.fi
fotoefectos.com,fotoefectos.com,,0,None,https://fotoefectos.com
proevonetwork.com,proevonetwork.com,,0,None,https://proevonetwork.com
cvyolla.com,cvyolla.com,,0,None,https://cvyolla.com
ribbet.com,ribbet.com,,0,None,https://ribbet.com
delishably.com,delishably.com,,0,None,https://delishably.com
wfolio.ru,wfolio.ru,,0,None,https://wfolio.ru
alroeya.com,alroeya.com,,0,None,https://alroeya.com
dooronazdik.com,dooronazdik.com,,0,None,https://dooronazdik.com
savoo.co.uk,savoo.co.uk,,0,None,https://savoo.co.uk
testzon.com,testzon.com,,0,None,https://testzon.com
marketsmojo.com,marketsmojo.com,,0,None,https://marketsmojo.com
postcrescent.com,postcrescent.com,,0,None,https://postcrescent.com
baku365.com,baku365.com,,0,None,https://baku365.com
motionmailapp.com,motionmailapp.com,,0,None,https://motionmailapp.com
fillamentum.com,fillamentum.com,,0,None,https://fillamentum.com
smart-change-phone.net,smart-change-phone.net,,0,None,https://smart-change-phone.net
amazon.es,amazon.es,,0,None,https://amazon.es
graphicsprings.com,graphicsprings.com,,0,None,https://graphicsprings.com
fsight.jp,fsight.jp,,0,None,https://www.fsight.jp
itwebkatuyou.com,itwebkatuyou.com,,0,None,https://itwebkatuyou.com
mines-paristech.fr,mines-paristech.fr,,0,None,https://mines-paristech.fr
westminstercollection.com,westminstercollection.com,,0,None,https://westminstercollection.com
norton.com,norton.com,,0,None,https://www.norton.com
smartonlineexam.com,smartonlineexam.com,,0,None,http://smartonlineexam.com
odhelp.ru,odhelp.ru,,0,None,https://www.odhelp.ru
flashexpress.co.th,flashexpress.co.th,,0,None,https://flashexpress.co.th
peeringdb.com,peeringdb.com,,0,None,https://peeringdb.com
ohay.tv,ohay.tv,,0,None,https://ohay.tv
bagstay.co.kr,bagstay.co.kr,,0,None,https://www.bagstay.co.kr
iiiff.com,iiiff.com,,0,None,https://www.iiiff.com
zerochan.net,zerochan.net,,0,None,https://zerochan.net
frontendmasters.com,frontendmasters.com,,0,None,https://frontendmasters.com
derimod.com.tr,derimod.com.tr,,0,None,http://derimod.com.tr
sherrihill.com,sherrihill.com,,0,None,https://sherrihill.com
vector.com,vector.com,,0,None,https://vector.com
online-moebel-kaufen.de,online-moebel-kaufen.de,,0,None,https://online-moebel-kaufen.de
mobirank.pl,mobirank.pl,,0,None,http://mobirank.pl
globaltakeoverlaunch.com,globaltakeoverlaunch.com,,0,None,https://globaltakeoverlaunch.com
mollie.com,mollie.com,,0,0,https://mollie.com
newsmarket.com.tw,newsmarket.com.tw,,0,None,https://newsmarket.com.tw
nonoh.net,nonoh.net,,0,None,https://nonoh.net
liurongxing.com,liurongxing.com,,0,None,https://liurongxing.com
talemetry.com,talemetry.com,,0,None,http://talemetry.com
trepup.com,trepup.com,,0,None,https://trepup.com
starcraft.com,starcraft.com,blizzard,1,0.91673255,https://www.starcraft.com
ohtabooks.com,ohtabooks.com,,0,None,https://www.ohtabooks.com
fort-dodge.k12.ia.us,fort-dodge.k12.ia.us,,0,None,https://fort-dodge.k12.ia.us
nautiljon.com,nautiljon.com,,0,None,https://www.nautiljon.com
rbsesolutions.com,rbsesolutions.com,,0,None,https://rbsesolutions.com
azercell.com,azercell.com,,0,None,https://www.azercell.com
ajibtarin.com,ajibtarin.com,,0,None,https://ajibtarin.com
academickeys.com,academickeys.com,,0,None,https://academickeys.com
quicksigorta.com,quicksigorta.com,,0,None,https://www.quicksigorta.com
veganfoodandliving.com,veganfoodandliving.com,,0,None,https://veganfoodandliving.com
ostadbank.com,ostadbank.com,,0,None,https://ostadbank.com
yaplog.jp,yaplog.jp,,0,None,https://www.yaplog.jp
hsrpgujarat.com,hsrpgujarat.com,,0,None,https://hsrpgujarat.com
over-lap.co.jp,over-lap.co.jp,,0,None,https://over-lap.co.jp
nexteer.com,nexteer.com,,0,None,https://nexteer.com
trikepatrol.com,trikepatrol.com,,0,None,https://trikepatrol.com
tsum.ru,tsum.ru,Orange,1,0.85056496,https://www.tsum.ru
usbasket.com,usbasket.com,,0,None,https://www.usbasket.com
lamelif.com,lamelif.com,,0,0,https://lamelif.com
a101.ru,a101.ru,,0,None,https://a101.ru
woodartsuniverse.com,woodartsuniverse.com,,0,None,https://woodartsuniverse.com
hariola.com,hariola.com,,0,None,https://www.hariola.com
carmasters.org,carmasters.org,,0,None,https://carmasters.org
animego.org,animego.org,,0,None,https://animego.org
bandzone.cz,bandzone.cz,,0,None,https://www.bandzone.cz
luzernerzeitung.ch,luzernerzeitung.ch,,0,None,https://luzernerzeitung.ch
hoteliers.com,hoteliers.com,,0,None,http://hoteliers.com
tvguide.com,tvguide.com,,0,None,https://www.tvguide.com
warcraftlogs.com,warcraftlogs.com,,0,None,https://warcraftlogs.com
shangyexinzhi.com,shangyexinzhi.com,,0,None,https://shangyexinzhi.com
lowcarbmaven.com,lowcarbmaven.com,,0,None,https://lowcarbmaven.com
excel.web.tr,excel.web.tr,,0,None,https://excel.web.tr
bankeauctions.com,bankeauctions.com,,0,None,https://www.bankeauctions.com
rumble-boxing.com,rumble-boxing.com,,0,None,https://www.rumble-boxing.com
docplayer.net,docplayer.net,,0,None,https://www.docplayer.net
marosbike.ro,marosbike.ro,,0,None,http://marosbike.ro
supplyme.com,supplyme.com,,0,None,https://supplyme.com
gas.de,gas.de,,0,None,https://gas.de
lasportiva.com,lasportiva.com,,0,None,https://lasportiva.com
gsu.by,gsu.by,,0,None,https://www.gsu.by
logdown.com,logdown.com,,0,None,https://logdown.com
medrt.com,medrt.com,,0,None,https://www.medrt.com
allmacworld.com,allmacworld.com,,0,None,https://allmacworld.com
seminarema.com,seminarema.com,,0,None,https://www.seminarema.com
melissaanddoug.com,melissaanddoug.com,,0,None,http://melissaanddoug.com
frenchestateagents.com,frenchestateagents.com,,0,None,https://frenchestateagents.com
dfgames.com.br,dfgames.com.br,,0,None,https://dfgames.com.br
chevrolet.ru,chevrolet.ru,,0,None,https://www.chevrolet.ru
wolf-online-shop.de,wolf-online-shop.de,Google,1,0.9112555,https://wolf-online-shop.de
p30world.com,p30world.com,,0,None,https://p30world.com
registrucentras.lt,registrucentras.lt,,0,None,https://registrucentras.lt
aminotes.com,aminotes.com,,0,None,https://aminotes.com
fourseven.com,fourseven.com,,0,None,http://fourseven.com
topruscar.ru,topruscar.ru,,0,None,https://topruscar.ru
maramani.com,maramani.com,,0,None,https://www.maramani.com
keeneland.com,keeneland.com,,0,None,https://www.keeneland.com
grand-challenge.org,grand-challenge.org,,0,None,https://grand-challenge.org
yelp.com.au,yelp.com.au,,0,None,https://yelp.com.au
kensingtontours.com,kensingtontours.com,,0,None,https://www.kensingtontours.com
launchfcu.com,launchfcu.com,,0,None,https://www.launchfcu.com
exblog.jp,exblog.jp,,0,None,https://www.exblog.jp
randa.org,randa.org,,0,None,http://randa.org
acoustic-consultants.co.uk,acoustic-consultants.co.uk,,0,None,https://acoustic-consultants.co.uk
asiago.it,asiago.it,,0,None,https://asiago.it
wasqq.com,wasqq.com,,0,None,https://www.wasqq.com
mydreamstore.in,mydreamstore.in,,0,None,https://mydreamstore.in
asco.com,asco.com,,0,0,https://www.asco.com
gcash.com,gcash.com,,0,None,https://gcash.com
nhs.net,nhs.net,,0,None,https://www.nhs.net
deporvillage.net,deporvillage.net,,0,None,https://deporvillage.net
snappytv.com,snappytv.com,,0,None,https://snappytv.com
mypricechopper.com,mypricechopper.com,,0,None,https://www.mypricechopper.com
xabar.uz,xabar.uz,,0,None,https://xabar.uz
tradingeconomics.com,tradingeconomics.com,,0,None,https://tradingeconomics.com
hopital.fr,hopital.fr,,0,None,https://hopital.fr
crucial.de,crucial.de,,0,None,https://crucial.de
freeglobalclassifiedads.com,freeglobalclassifiedads.com,,0,None,https://freeglobalclassifiedads.com
buoyhealth.com,buoyhealth.com,,0,0,https://buoyhealth.com
smallbusiness.co.jp,smallbusiness.co.jp,,0,None,https://smallbusiness.co.jp
wolterskluwercdi.com,wolterskluwercdi.com,,0,None,https://wolterskluwercdi.com
swat.io,swat.io,,0,None,https://swat.io
myshows.me,myshows.me,,0,None,https://myshows.me
thedrinksbusiness.com,thedrinksbusiness.com,,0,None,https://thedrinksbusiness.com
stltoday.com,stltoday.com,,0,None,https://stltoday.com
utbm.fr,utbm.fr,,0,None,https://utbm.fr
k-state.edu,k-state.edu,,0,None,https://k-state.edu
o-oku.jp,o-oku.jp,,0,None,https://o-oku.jp
port-magazine.com,port-magazine.com,,0,None,https://port-magazine.com
onlyvetmeds.com,onlyvetmeds.com,,0,None,https://www.onlyvetmeds.com
thefileslocker.com,thefileslocker.com,,0,None,https://thefileslocker.com
mycurrencytransfer.com,mycurrencytransfer.com,,0,None,https://mycurrencytransfer.com
camerabits.com,camerabits.com,,0,None,http://camerabits.com
leafly.ca,leafly.ca,,0,None,http://leafly.ca
greeneking-pubs.co.uk,greeneking-pubs.co.uk,,0,None,https://greeneking-pubs.co.uk
paturnpike.com,paturnpike.com,,0,None,https://www.paturnpike.com
desigual.com,desigual.com,,0,None,https://desigual.com
bamvisions.com,bamvisions.com,,0,None,https://www.bamvisions.com
savvymoney.com,savvymoney.com,,0,None,https://savvymoney.com
xort.co,xort.co,,0,None,https://xort.co
reinmls.com,reinmls.com,,0,None,https://reinmls.com
vietid.net,vietid.net,,0,None,https://www.vietid.net
prodirectsoccer.com,prodirectsoccer.com,,0,None,https://prodirectsoccer.com
gijuku.online,gijuku.online,,0,None,https://www.gijuku.online
scout24.com,scout24.com,,0,None,https://scout24.com
kiwi-electronics.nl,kiwi-electronics.nl,,0,None,https://kiwi-electronics.nl
csn.se,csn.se,,0,None,https://csn.se
der-schweighofer.at,der-schweighofer.at,,0,None,https://www.der-schweighofer.at
jacksonlive.es,jacksonlive.es,,0,None,https://jacksonlive.es
hukgear.com,hukgear.com,,0,None,http://hukgear.com
ces.tech,ces.tech,,0,None,https://www.ces.tech
xp-pen.com,xp-pen.com,,0,None,https://www.xp-pen.com
universoyuri.com,universoyuri.com,,0,None,https://www.universoyuri.com
hungryharvest.net,hungryharvest.net,,0,None,https://hungryharvest.net
video.blog,video.blog,,0,None,https://video.blog
emmezeta.rs,emmezeta.rs,,0,None,https://emmezeta.rs
askanews.it,askanews.it,,0,None,http://askanews.it
qpvod.com,qpvod.com,,0,None,https://qpvod.com
usplworld.com,usplworld.com,,0,None,http://usplworld.com
wired.jp,wired.jp,,0,None,https://www.wired.jp
ralali.com,ralali.com,,0,None,https://www.ralali.com
abaenglish.com,abaenglish.com,,0,None,https://abaenglish.com
magasin.dk,magasin.dk,,0,None,https://magasin.dk
myonlineaccount.net,myonlineaccount.net,,0,None,https://myonlineaccount.net
rmleathersupply.com,rmleathersupply.com,,0,None,https://rmleathersupply.com
4008000000.com,4008000000.com,,0,None,https://www.4008000000.com
kleinfeldbridal.com,kleinfeldbridal.com,,0,None,https://www.kleinfeldbridal.com
alhussan.edu.sa,alhussan.edu.sa,,0,None,https://alhussan.edu.sa
capilano-fw.com,capilano-fw.com,,0,None,https://capilano-fw.com
gurtam.com,gurtam.com,,0,None,https://gurtam.com
ufasta.edu.ar,ufasta.edu.ar,,0,None,https://www.ufasta.edu.ar
4ip.info,4ip.info,,0,None,https://4ip.info
hubpages.com,hubpages.com,,0,None,https://hubpages.com
chessbazaar.com,chessbazaar.com,,0,None,https://www.chessbazaar.com
forosecuador.ec,forosecuador.ec,,0,None,https://forosecuador.ec
doane.edu,doane.edu,,0,None,http://doane.edu
anilibria.tv,anilibria.tv,,0,None,https://anilibria.tv
yeptube.com,yeptube.com,,0,None,https://yeptube.com
pinmart.com,pinmart.com,,0,None,https://pinmart.com
canopyandstars.co.uk,canopyandstars.co.uk,,0,None,http://canopyandstars.co.uk
kang.it,kang.it,,0,None,https://kang.it
kaseban.com,kaseban.com,,0,None,https://kaseban.com
sibset.ru,sibset.ru,,0,None,https://www.sibset.ru
franceculture.fr,franceculture.fr,,0,None,https://franceculture.fr
network.com.tr,network.com.tr,,0,None,https://network.com.tr
popmavi.com,popmavi.com,,0,None,https://popmavi.com
vintageking.com,vintageking.com,,0,None,https://vintageking.com
1parrainage.com,1parrainage.com,,0,None,https://1parrainage.com
youneedabudget.com,youneedabudget.com,,0,None,https://youneedabudget.com
moorepay.co.uk,moorepay.co.uk,,0,None,https://moorepay.co.uk
onlineparityshop.com,onlineparityshop.com,,0,None,https://onlineparityshop.com
mcstech.net,mcstech.net,,0,None,https://www.mcstech.net
topkarir.com,topkarir.com,,0,None,https://www.topkarir.com
olivierdauvers.fr,olivierdauvers.fr,,0,None,https://olivierdauvers.fr
fundhot.com,fundhot.com,,0,None,https://www.fundhot.com
